name,location,price_lacs,area_sqft,bhk,is_reviewed
bengal abasan urban sabujayan,mukundapur,54.0,1015,2,1
dcj homes,rajarhat,34.0,1174,3,0
on request,"cd block newtown, action area 1",58.0,990,2,0
shrachi rosedale garden,new town,100.0,876,2,1
hiland park,"em bypass,  south",100.0,1264,3,1
subhasree apartment,new barrakpur,12.69,488,1,0
sureka sunrise symphony,new town,51.0,831,2,1
"sonarpur, kolkata, kolkata south",sonarpur,32.0,1080,4,0
green view,action area 1,114.99999999999999,1610,3,0
south city,ce anwar shah rd,250.0,1707,4,1
antrik apartment,"sodepur,  north",20.0,640,2,0
divine southern heights,tollygunge,27.0,750,2,0
natural haldiram enclave,vip road,90.0,1669,3,0
dpk housing,nayabad,38.0,976,2,0
residential apartment,southern avenue,75.0,800,2,0
kankaria ebony homes,thakurpukur,35.0,1000,2,0
merlin urvan,dum dum,105.0,988,3,1
"badurbagan 3,ramkrishna das lane",amherst street,44.0,700,2,0
kalindi housing estate,lake town,28.0,840,2,0
mihir kunja,"sodepur,  north",19.68,703,2,0
titas apartment,"rajdanga, kasba",85.0,1450,3,0
