name,location,price,area,bhk
On request,"3 BHK Flat in Action Area 2, Kolkata",₹1.07 Cr,"1,750 sqft",3 BHK
On request,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹92 Lac,"1,480 sqft",3 BHK
On Request,"2 BHK Flat in New Town Action Area 2D, Kolkata",₹62 Lac,940 sqft,2 BHK
On Request,"2 BHK Flat in New Town Action Area 2D, Kolkata",₹62 Lac,940 sqft,2 BHK
On Request,"2 BHK Flat in Action Area 2, Kolkata",₹60 Lac,954 sqft,2 BHK
"PS Amistad
3.8","3 BHK Flat in New Town, Kolkata",₹1.5 Cr,"1,413 sqft",3 BHK
Tara Ma Enterprises,"3 BHK Flat in Action Area 1, Kolkata",₹88 Lac,"1,300 sqft",3 BHK
"Tata Avenida
4.0","4 BHK Flat in New Town, Kolkata",₹2.9 Cr,"2,385 sqft",4 BHK
Shantineer V,"2 BHK Flat in Nayabad, Kolkata",₹28 Lac,664 sqft,2 BHK
Shantineer V,"2 BHK Flat in Nayabad, Kolkata",₹26 Lac,664 sqft,2 BHK
Shantineer V,"2 BHK Flat in Nayabad, Kolkata",₹29 Lac,965 sqft,2 BHK
CITY LIFE CHS,"3 BHK Flat in Action Area 1, Kolkata",₹1.05 Cr,"1,480 sqft",3 BHK
"Tata Avenida
4.0","2 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,049 sqft",2 BHK
Krishnakoli,"3 BHK Flat in Santoshpur, Kolkata",₹58 Lac,"1,000 sqft",3 BHK
Krishna Apartment,"3 BHK Flat in Santoshpur, Kolkata",₹55 Lac,"1,100 sqft",3 BHK
Krishnachura Apartment,"3 BHK Flat in Eastern Park, Santoshpur",₹60 Lac,"1,180 sqft",3 BHK
On Request,"2 BHK Flat in Kestopur, Kolkata",₹40.5 Lac,925 sqft,2 BHK
A & S APARTMENT (New booking),"2 BHK Flat in New Barrakpur, Kolkata",₹21.4 Lac,856 sqft,2 BHK
On Request,"2 BHK Flat in Hindustan More, Garia",₹26 Lac,750 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹47.25 Lac,"1,050 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹37.31 Lac,829 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Mukundapur, Kolkata",₹80 Lac,"1,400 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Nayabad, Kolkata",₹54 Lac,"1,270 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹40.25 Lac,875 sqft,2 BHK
On Request New,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹80.5 Lac,"1,750 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹79.75 Lac,"1,450 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
On Request New,"3 BHK Flat in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
On Request New Booking,"3 BHK Flat in Madurdaha, EM Bypass",₹1.18 Cr,"1,550 sqft",3 BHK
On Request New,"3 BHK Flat in Madurdaha, EM Bypass",₹80.6 Lac,"1,240 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹50.33 Lac,915 sqft,2 BHK
Residential Apartment,"3 BHK Flat in South Dumdum, Kolkata",₹47.3 Lac,"1,100 sqft",3 BHK
Residential Apartment,"3 BHK Flat in South Dumdum, Kolkata",₹63.6 Lac,"1,200 sqft",3 BHK
Mini Complex,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹37.4 Lac,779 sqft,2 BHK
Residential Complex,"2 BHK Flat in Hiland Park, Santoshpur",₹55.08 Lac,918 sqft,2 BHK
Residential Complex,"4 BHK Flat in Hiland Park, Santoshpur",₹1.08 Cr,"1,799 sqft",4 BHK
On Request,"2 BHK Flat in Nayabad, Kolkata",₹40.75 Lac,849 sqft,2 BHK
Elevate Godrej Se7en,"2 BHK Flat in Joka, Kolkata South",₹48 Lac,823 sqft,2 BHK
Elevate Godrej Se7en,"3 BHK Flat in Joka, Kolkata South",₹75 Lac,"1,344 sqft",3 BHK
Ganguly 4 Sight Grand Castle,"3 BHK Flat in Garia, Kolkata",₹1.5 Cr,"1,514 sqft",3 BHK
DTC Southern Heights,"2 BHK Flat in Joka, Kolkata South",₹53 Lac,914 sqft,2 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹55 Lac,"1,150 sqft",2 BHK
Alita Nayabad Flat,"3 BHK Flat in New Garia, Kolkata",₹47.25 Lac,"1,050 sqft",3 BHK
Golden Tower,"3 BHK Flat in New Garia, Kolkata",₹66 Lac,"1,365 sqft",3 BHK
Sunny Dew Garia,"3 BHK Flat in Garia Station Road, Kolkata",₹65 Lac,"1,150 sqft",3 BHK
"Primarc Southwinds
3.9","3 BHK Flat in EM Bypass, Kolkata South",₹1.1 Cr,"1,570 sqft",3 BHK
Galaxy Tower,"2 BHK Flat in Dhopapara, Behala",₹56 Lac,950 sqft,2 BHK
Standalone Building,"3 BHK Independent Builder Floor in New Town, Kolkata",₹1.25 Cr,"1,700 sqft",3 BHK
Magnolia Merlion,"2 BHK Flat in Rajarhat, Kolkata",₹60 Lac,933 sqft,2 BHK
Magnolia Merlion,"2 BHK Flat in Rajarhat, Kolkata",₹59.8 Lac,933 sqft,2 BHK
Magnolia Merlion,"3 BHK Flat in Rajarhat, Kolkata",₹88 Lac,"1,212 sqft",3 BHK
"Magnolia Oxygen
4.1","2 BHK Flat in Rajarhat, Kolkata",₹51.5 Lac,897 sqft,2 BHK
"Magnolia Oxygen
4.1","2 BHK Flat in Rajarhat, Kolkata",₹53 Lac,"1,008 sqft",2 BHK
"Magnolia Oxygen
4.1","2 BHK Flat in Rajarhat, Kolkata",₹51 Lac,897 sqft,2 BHK
"Magnolia Oxygen
4.1","2 BHK Flat in Rajarhat, Kolkata",₹52.8 Lac,992 sqft,2 BHK
Srishti Eco Star,"3 BHK Flat in New Town, Kolkata",₹65.5 Lac,"1,232 sqft",3 BHK
Srishti Eco Star,"2 BHK Flat in New Town, Kolkata",₹51 Lac,959 sqft,2 BHK
Srishti Eco Star,"3 BHK Flat in New Town, Kolkata",₹69.5 Lac,"1,308 sqft",3 BHK
Srishti Eco Star,"3 BHK Flat in New Town, Kolkata",₹73 Lac,"1,369 sqft",3 BHK
"Magnolia Prestige
3.6","2 BHK Flat in Bishnupur, Kolkata",₹35 Lac,967 sqft,2 BHK
Realmark Oracle,"3 BHK Flat in Narendrapur, Kolkata",₹75 Lac,"1,361 sqft",3 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹88 Lac,945 sqft,3 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹75 Lac,764 sqft,3 BHK
"Unimark Springfield
3.7","3 BHK Flat in Rajarhat, Kolkata",₹77 Lac,"1,355 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹76 Lac,"1,800 sqft",3 BHK
Eden Brookside,"2 BHK Flat in Thakurpukur, Kolkata",₹33 Lac,862 sqft,2 BHK
Space Aurum,"3 BHK Flat in BT Road, Kolkata",₹1.2 Cr,"1,583 sqft",3 BHK
892 Tantipara,"2 BHK Flat in Tantipara, Bara Nagar",₹29.5 Lac,892 sqft,2 BHK
"proyanti Apartment, New Booking","2 BHK Flat in Barrackpore, Kolkata",₹39.07 Lac,953 sqft,2 BHK
Rajwada Heights,"3 BHK Flat in Narendrapur, Kolkata",₹57 Lac,"1,300 sqft",3 BHK
Archieve Heights,"3 BHK Flat in Behala, Kolkata",₹55 Lac,"1,093 sqft",3 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹21 Lac,680 sqft,2 BHK
gajanan apartment,"2 BHK Flat in Sodepur, Kolkata North",₹29 Lac,950 sqft,2 BHK
mihir kunja,"2 BHK Flat in Sodepur, Kolkata North",₹25.2 Lac,900 sqft,2 BHK
Brick city,"3 BHK Flat in Kalikapur, Kolkata",₹70 Lac,"1,144 sqft",3 BHK
OAS Lake Life Township,"2 Bedroom House in Joka, Kolkata South",₹39 Lac,"1,080 sqft",2 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹77.5 Lac,"1,882 sqft",4 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹78 Lac,"1,882 sqft",4 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"1,800 sqft",3 BHK
"South City Garden
3.5","3 BHK Flat in Tollygunge, Kolkata",₹79 Lac,"1,050 sqft",3 BHK
Prabha Aashiyana,"3 BHK Flat in Rajarhat, Kolkata",₹55 Lac,"1,130 sqft",3 BHK
Ambuja Neotia City Centre,"2 BHK Flat in New Town, Kolkata",₹51.4 Lac,"1,009 sqft",2 BHK
"Arch Starwood
3.8","3 BHK Flat in Chinar Park, Kolkata",₹1.64 Cr,"1,744 sqft",3 BHK
On Request,"3 BHK Flat in Hindustan More, Garia",₹54 Lac,"1,275 sqft",3 BHK
"Pushpak Rezidency
3.1","2 BHK Flat in Madhyamgram, Kolkata",₹52 Lac,"1,000 sqft",2 BHK
Greenfield Ambition,"3 BHK Flat in Rajarhat, Kolkata",₹1.3 Cr,"1,925 sqft",3 BHK
Jeet Group,"3 BHK Independent Builder Floor in Purbalok, EM Bypass",₹1.2 Cr,"1,560 sqft",3 BHK
"Emami City
4.2","2 BHK Flat in Jessore Road, Kolkata",₹1 Cr,"1,150 sqft",2 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹2.5 Cr,"1,840 sqft",3 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹2 Cr,"1,554 sqft",3 BHK
"The Soul
3.8","3 BHK Flat in Rajarhat, Kolkata",₹1.35 Cr,"1,310 sqft",3 BHK
Priva,"4 BHK Flat in New Town, Kolkata",₹1.47 Cr,"1,912 sqft",4 BHK
Priva,"3 BHK Flat in New Town, Kolkata",₹1.18 Cr,"1,562 sqft",3 BHK
NEW TOWN CO OPERATIVE,"3 BHK Flat in BA Block newtown, Action Area 1",₹94 Lac,"1,340 sqft",3 BHK
Aishwarya Gardens,"5 BHK Flat in Bhawanipore, Sarat Bose Road",₹5 Cr,"2,950 sqft",5 BHK
Aishwarya Gardens,"3 BHK Flat in Bhawanipore, Sarat Bose Road",₹3.5 Cr,"2,100 sqft",3 BHK
On Request New,"2 BHK Flat in Garia Station Road, Kolkata",₹54.34 Lac,"1,045 sqft",2 BHK
OAS Lake Life,"2 Bedroom House in Joka, Kolkata South",₹39 Lac,900 sqft,2 BHK
Shyam Enclave,"3 BHK Flat in Bhadrakali, Uttarpara",₹28.75 Lac,980 sqft,3 BHK
Baishakhi,"2 BHK Flat in Mahamayatala, Garia",₹32 Lac,820 sqft,2 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹1.38 Cr,761 sqft,3 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹1.33 Cr,761 sqft,3 BHK
"PS ONE 10
4.2","4 BHK Flat in New Town, Kolkata",₹2.75 Cr,"2,200 sqft",4 BHK
"Sureka Sunrise Symphony
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.05 Cr,"1,480 sqft",3 BHK
"Golf Green, Kolkata, Kolkata South","2 BHK Independent Builder Floor in Golf Green, Kolkata",₹60 Lac,850 sqft,2 BHK
"Elita Garden Vista Phase 2
3.8","3 BHK Flat in New Town, Kolkata",₹1.28 Cr,"1,503 sqft",3 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹77 Lac,"1,882 sqft",4 BHK
Prudent Prana,"3 BHK Flat in Garia, Kolkata",₹49 Lac,"1,094 sqft",3 BHK
On Request,"2 BHK Flat in Rajarhat, Kolkata",₹32 Lac,905 sqft,2 BHK
On Request,"2 BHK Flat in Rajarhat, Kolkata",₹32 Lac,890 sqft,2 BHK
Udayan Complex,"2 BHK Flat in Konnagar, Hooghly",₹20.59 Lac,914 sqft,2 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"1,460 sqft",3 BHK
"Primarc Southwinds
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹90 Lac,"1,289 sqft",3 BHK
"PS ONE 10
4.2","2 BHK Flat in New Town, Kolkata",₹1.16 Cr,662 sqft,2 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹1.42 Cr,798 sqft,3 BHK
Corner APPARTMENT,"2 BHK Flat in Charu Market, Tollygunge",₹65 Lac,773 sqft,2 BHK
Rudrani Residency,"2 BHK Flat in Rajarhat, Kolkata",₹34 Lac,957 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Haltu, Kolkata",₹36 Lac,750 sqft,2 BHK
On request,"3 BHK Flat in Kalikapur, Kolkata",₹81 Lac,"1,395 sqft",3 BHK
On Request New,"3 BHK Flat in Madurdaha, EM Bypass",₹57 Lac,"1,250 sqft",3 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹52 Lac,"1,140 sqft",3 BHK
Realtech Curiocity Classic,"2 BHK Flat in New Town, Kolkata",₹80 Lac,"1,013 sqft",2 BHK
Katha Apartment,"2 BHK Flat in Kestopur, Kolkata",₹38 Lac,991 sqft,2 BHK
On request,"3 BHK Flat in Airport, Dum Dum",₹54 Lac,"1,350 sqft",3 BHK
ASTAVINAYAK MANOR,"3 BHK Flat in Manoharpukur, Sarat Bose Road",₹1.85 Cr,"1,600 sqft",3 BHK
"dumdum cant ,3no rail gate","3 BHK Flat in Dum Dum Cantt, South Dumdum",₹52.41 Lac,"1,344 sqft",3 BHK
Dwarika Heights Dum Dum Cantt,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹48.5 Lac,"1,228 sqft",3 BHK
Shibaloy apartment Airport,"3 BHK Flat in Airport, Dum Dum",₹37.1 Lac,"1,060 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹67.86 Lac,"1,170 sqft",3 BHK
Residential Apartment,"2 BHK Flat in South Dumdum, Kolkata",₹39.1 Lac,850 sqft,2 BHK
on request,"2 BHK Flat in New Town, Kolkata",₹40.5 Lac,900 sqft,2 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹65 Lac,"1,150 sqft",3 BHK
on ruquist,"1 BHK Flat in Action Area 3, Kolkata",₹28 Lac,450 sqft,1 BHK
on request,"3 BHK Flat in Action Area 3, Kolkata",₹70 Lac,"1,250 sqft",3 BHK
on request,"2 BHK Flat in Salua, New Town",₹30.03 Lac,780 sqft,2 BHK
on request,"3 BHK Flat in Salua, New Town",₹36.73 Lac,954 sqft,3 BHK
On request,"2 BHK Flat in Jyangra, Rajarhat",₹25.19 Lac,741 sqft,2 BHK
on request,"3 BHK Flat in Chinar Park, Kolkata",₹48.86 Lac,"1,396 sqft",3 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹42.53 Lac,945 sqft,2 BHK
on request,"2 BHK Flat in Hela Battala, Rajarhat",₹26.22 Lac,749 sqft,2 BHK
On request,"3 BHK Flat in Jyangra, Rajarhat",₹62.75 Lac,"1,255 sqft",3 BHK
on request,"2 BHK Flat in Raigachi, Rajarhat",₹56.65 Lac,"1,076 sqft",2 BHK
on request,"3 BHK Flat in Raigachi, Rajarhat",₹87.15 Lac,"1,660 sqft",3 BHK
on request,"3 BHK Flat in Raigachi, Rajarhat",₹78.6 Lac,"1,497 sqft",3 BHK
on request,"2 BHK Flat in Raigachi, Rajarhat",₹64.42 Lac,"1,227 sqft",2 BHK
on request,"2 BHK Flat in Raigachi, Rajarhat",₹66.25 Lac,"1,262 sqft",2 BHK
on request,"2 BHK Flat in Raigachi, Rajarhat",₹62.11 Lac,"1,183 sqft",2 BHK
on request,"1 BHK Flat in Salua, New Town",₹23.1 Lac,550 sqft,1 BHK
on request,"2 BHK Flat in Rajarhat, Kolkata",₹31.2 Lac,780 sqft,2 BHK
on request,"3 BHK Flat in Rajarhat, Kolkata",₹43 Lac,"1,075 sqft",3 BHK
on request,"2 BHK Flat in Salua, New Town",₹39.9 Lac,950 sqft,2 BHK
on request,"3 BHK Flat in Salua, New Town",₹44.4 Lac,"1,200 sqft",3 BHK
On request,"2 BHK Flat in Hatiara Extention, Kolkata",₹30.24 Lac,945 sqft,2 BHK
on request,"2 BHK Flat in Hatiara Extention, Kolkata",₹25 Lac,779 sqft,2 BHK
On Request,"2 BHK Flat in Hatiara Extention, Kolkata",₹26 Lac,809 sqft,2 BHK
On Request,"3 BHK Flat in Hatiara Extention, Kolkata",₹49.73 Lac,"1,507 sqft",3 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹46 Lac,980 sqft,2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹47.47 Lac,"1,032 sqft",2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹47.1 Lac,"1,024 sqft",2 BHK
"North Grande
4.0","2 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹52 Lac,"1,020 sqft",2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹40.42 Lac,860 sqft,2 BHK
on request,"2 BHK Flat in Arjunpur, Raghunathpur, Kolkata",₹31.08 Lac,777 sqft,2 BHK
on request,"2 BHK Flat in Atghara, Rajarhat, Kolkata East",₹43 Lac,860 sqft,2 BHK
on request,"2 BHK Flat in Jyangra, Rajarhat",₹34.56 Lac,864 sqft,2 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52.3 Lac,"1,293 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52.5 Lac,"1,293 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52 Lac,"1,293 sqft",3 BHK
On Request,"3 BHK Flat in Mukundapur, Kolkata",₹55 Lac,"1,130 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹63 Lac,"1,440 sqft",3 BHK
Srimoyee Apartment,"2 BHK Flat in South Dumdum, Kolkata",₹46.8 Lac,900 sqft,2 BHK
Srimoyee apartment new booking,"3 BHK Flat in South Dumdum, Kolkata",₹62.4 Lac,"1,200 sqft",3 BHK
Jeet Group,"1 BHK Independent Builder Floor in Nayabad, Kolkata",₹20 Lac,450 sqft,1 BHK
on request,"2 BHK Flat in Bara Nagar, Kolkata",₹34.56 Lac,720 sqft,2 BHK
on request,"1 BHK Flat in Kaikhali, VIP Road",₹23.53 Lac,523 sqft,1 BHK
On Request,"3 BHK Flat in Rajarhat, Kolkata",₹39 Lac,"1,110 sqft",3 BHK
Rudrani Residency,"2 BHK Flat in Rajarhat, Kolkata",₹32 Lac,910 sqft,2 BHK
On Request,"2 BHK Flat in Rajarhat, Kolkata",₹31 Lac,881 sqft,2 BHK
Sanhati Apartment,"3 BHK Flat in Agarpara, Panihati",₹43.2 Lac,"1,350 sqft",3 BHK
"Godrej Prakriti
4.2","3 BHK Flat in Sodepur, Kolkata North",₹58 Lac,"1,101 sqft",3 BHK
On Request,"2 BHK Flat in Bara Nagar, Kolkata",₹36.52 Lac,913 sqft,2 BHK
On Request,"2 BHK Flat in Bara Nagar, Kolkata",₹31.17 Lac,725 sqft,2 BHK
On Request,"2 BHK Flat in Bonhooghly, BT Road",₹49.75 Lac,995 sqft,2 BHK
On Request,"3 BHK Flat in Bonhooghly, BT Road",₹64.3 Lac,"1,286 sqft",3 BHK
On Request,"2 BHK Flat in Bonhooghly, BT Road",₹43.25 Lac,865 sqft,2 BHK
anita apartment,"2 BHK Flat in Baruipur, Kolkata South",₹32 Lac,878 sqft,2 BHK
"Subhash Gram, Rajpur Sonarpur, Kolkata South","4 Bedroom House in Subhash Gram, Rajpur Sonarpur",₹55 Lac,"1,395 sqft",4 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹1.15 Cr,"1,590 sqft",3 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹82 Lac,"1,192 sqft",3 BHK
IPcon Realestate,"3 BHK Flat in Tetultala,Bablatala, Rajarhat",₹51.98 Lac,"1,106 sqft",3 BHK
Bitasta apartment,"2 BHK Flat in Chinar Park, Kolkata",₹48.5 Lac,"1,032 sqft",2 BHK
Bitasta apartment,"2 BHK Flat in Chinar Park, Kolkata",₹49.35 Lac,"1,050 sqft",2 BHK
on request,"3 BHK Flat in Tetultala,Bablatala, Rajarhat",₹51.51 Lac,"1,096 sqft",3 BHK
on request,"2 BHK Flat in Tetultala,Bablatala, Rajarhat",₹41.88 Lac,891 sqft,2 BHK
On request,"2 BHK Flat in Chinar Park, Kolkata",₹48.6 Lac,"1,034 sqft",2 BHK
aristrocat construction,"3 BHK Flat in Railway Park, Sodepur",₹37.5 Lac,"1,100 sqft",3 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹45.16 Lac,961 sqft,2 BHK
Tirupati Paradise,"3 BHK Flat in Narendrapur, Kolkata",₹37.98 Lac,"1,187 sqft",3 BHK
gupta mansion,"2 BHK Flat in Anandalok, Sodepur",₹26 Lac,908 sqft,2 BHK
"Srishti Vista, New Booking","3 BHK Flat in Rajarhat, Kolkata",₹44.9 Lac,"1,166 sqft",3 BHK
"Srishti Vista, New Booking","2 BHK Flat in Rajarhat, Kolkata",₹43.96 Lac,"1,142 sqft",2 BHK
hitech residency,"2 BHK Flat in Rajarhat, Kolkata",₹31.25 Lac,906 sqft,2 BHK
Srishti Vista,"2 BHK Flat in Rajarhat, Kolkata",₹38.92 Lac,"1,011 sqft",2 BHK
Srishti VISTA,"2 BHK Flat in Rajarhat, Kolkata",₹39.5 Lac,"1,027 sqft",2 BHK
Srishti Vista,"3 BHK Flat in Rajarhat, Kolkata",₹45.43 Lac,"1,180 sqft",3 BHK
Individual Apartment,"2 BHK Flat in Action Area 2B, New Town",₹45.98 Lac,836 sqft,2 BHK
Suryayan plaza,"2 BHK Flat in Rajarhat, Kolkata",₹26.65 Lac,820 sqft,2 BHK
hitech residency,"2 BHK Flat in Rajarhat, Kolkata",₹31.67 Lac,918 sqft,2 BHK
Maa santoshi Apartment,"2 BHK Flat in Rajarhat Expressway, Kolkata",₹27.27 Lac,909 sqft,2 BHK
Individual Apartment,"2 BHK Flat in Action Area 2B, New Town",₹49.28 Lac,896 sqft,2 BHK
Individual Apartment,"3 BHK Flat in Action Area 2B, New Town",₹75 Lac,"1,150 sqft",3 BHK
Individual Apartment,"3 BHK Flat in Action Area 2B, New Town",₹62 Lac,"1,200 sqft",3 BHK
Individual Apartment,"3 BHK Flat in New Town, Kolkata",₹80.4 Lac,"1,240 sqft",3 BHK
Individual Apartment,"2 BHK Flat in Action Area 2B, New Town",₹53 Lac,"1,100 sqft",2 BHK
Individual Apartment,"3 BHK Flat in Action Area 2B, New Town",₹68 Lac,"1,125 sqft",3 BHK
"Nirala Apartment, New Booking","2 BHK Flat in Rajarhat, Kolkata",₹34.88 Lac,969 sqft,2 BHK
Todi Sunny Skyline,"3 BHK Flat in Garia, Kolkata",₹70 Lac,"1,280 sqft",3 BHK
Nirala,"2 BHK Flat in Rajarhat, Kolkata",₹37.26 Lac,"1,035 sqft",2 BHK
Sabyasachi Apartment,"3 BHK Flat in Rajarhat, Kolkata",₹62.6 Lac,"1,527 sqft",3 BHK
Sabhasachi Apartment,"2 BHK Flat in Rajarhat, Kolkata",₹42.62 Lac,"1,040 sqft",2 BHK
Sabyasachi Apartment,"2 BHK Flat in Rajarhat, Kolkata",₹35.75 Lac,872 sqft,2 BHK
Shivom Utopia,"3 BHK Flat in EM Bypass, Kolkata South",₹1.7 Cr,"1,531 sqft",3 BHK
Bangalaxmi Abasan,"2 BHK Flat in Rajarhat, Kolkata",₹35 Lac,770 sqft,2 BHK
Urban Sabujayan,"3 BHK Flat in Kalikapur, Kolkata",₹69 Lac,"1,256 sqft",3 BHK
"Unimark Lakewood Estate
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹1.34 Cr,"1,500 sqft",3 BHK
"South City
4.0","3 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹3 Cr,"1,954 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹75.9 Lac,"1,265 sqft",3 BHK
Purti Hastings,"4 BHK Flat in Alipore, Kolkata",₹3.14 Cr,"2,727 sqft",4 BHK
"Proyanti Apartment, New Booking","3 BHK Flat in Barrackpore, Kolkata",₹66 Lac,"1,340 sqft",3 BHK
740 Shyam Mandir,"2 BHK Flat in Alambazar, Bara Nagar",₹33.3 Lac,740 sqft,2 BHK
Unitech Vistas,"3 BHK Flat in Uniworld City, New Town",₹83.5 Lac,"1,226 sqft",3 BHK
"Emami City
4.2","2 BHK Flat in Jessore Road, Kolkata",₹90 Lac,"1,150 sqft",2 BHK
Ambuja Udita,"3 BHK Flat in Survey Park, Santoshpur",₹2 Cr,"2,100 sqft",3 BHK
"Primarc Southwinds
3.9","3 BHK Flat in EM Bypass, Kolkata South",₹75 Lac,"1,265 sqft",3 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹20.5 Lac,670 sqft,2 BHK
Sweet Snehalata,"3 BHK Flat in Sodepur, Kolkata North",₹35.84 Lac,"1,120 sqft",3 BHK
Sweet Snehalata,"2 BHK Flat in Sodepur, Kolkata North",₹26 Lac,840 sqft,2 BHK
mihir kunja,"2 BHK Flat in Sodepur, Kolkata North",₹24.5 Lac,875 sqft,2 BHK
Prudent Prana,"3 BHK Flat in Garia, Kolkata",₹55 Lac,"1,143 sqft",3 BHK
Aster Green,"3 BHK Flat in Rajarhat, Kolkata",₹1.5 Cr,"1,672 sqft",3 BHK
Evergreen Estate,"2 BHK Flat in Sodepur, Kolkata North",₹22.26 Lac,798 sqft,2 BHK
Brick City,"2 BHK Flat in Tollygunge, Kolkata",₹68 Lac,850 sqft,2 BHK
DTC Southern Heights,"2 BHK Flat in Joka, Kolkata South",₹51 Lac,914 sqft,2 BHK
on Request,"2 BHK Flat in Airport, Dum Dum",₹40.18 Lac,980 sqft,2 BHK
Anupama Heights Airport kolkata North,"2 BHK Flat in Airport, Dum Dum",₹39.9 Lac,973 sqft,2 BHK
on Request,"2 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹29.74 Lac,826 sqft,2 BHK
point 30 Airport,"2 BHK Flat in Airport, Dum Dum",₹34.1 Lac,921 sqft,2 BHK
on Request,"2 BHK Flat in Airport, Dum Dum",₹37.71 Lac,"1,019 sqft",2 BHK
on Request,"2 BHK Flat in Airport, Dum Dum",₹30 Lac,811 sqft,2 BHK
On request,"2 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹35.56 Lac,"1,016 sqft",2 BHK
on Request,"2 BHK Flat in Airport, Dum Dum",₹28.71 Lac,776 sqft,2 BHK
shibaloy Apartment Airport Dum Dum,"2 BHK Flat in Airport, Dum Dum",₹37.94 Lac,"1,084 sqft",2 BHK
on Request,"2 BHK Flat in Airport, Dum Dum",₹27.3 Lac,780 sqft,2 BHK
on Request,"3 BHK Flat in Airport, Dum Dum",₹38.15 Lac,"1,100 sqft",3 BHK
standalone Building,"3 BHK Flat in New Town, Kolkata",₹76 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹84 Lac,"1,250 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹88 Lac,"1,450 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,200 sqft",3 BHK
