name,location,price,area,bhk
Jai Hanuman Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹21.53 Lac,769 sqft,2 BHK
Barajananda Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹18.75 Lac,750 sqft,2 BHK
Mannat 1,"1 BHK Flat in Konnagar, Hooghly",₹15.4 Lac,550 sqft,1 BHK
Jai Hanuman Residency,"2 BHK Flat in Konnagar, Hooghly",₹20.77 Lac,799 sqft,2 BHK
The Address,"4 BHK Flat in EM Bypass, Kolkata South",₹3 Cr,"2,688 sqft",4 BHK
Manabendra Enclave,"2 BHK Independent Builder Floor in Garia, Kolkata",₹40 Lac,892 sqft,2 BHK
Vinayak Skyline Lakeview,"3 BHK Flat in Garia, Kolkata",₹78 Lac,"1,348 sqft",3 BHK
Saha Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹24 Lac,800 sqft,2 BHK
Satyam Construction - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹26.73 Lac,891 sqft,2 BHK
Sree Ganapati Construction - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹18.4 Lac,800 sqft,2 BHK
Sree Ganapati Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹16 Lac,695 sqft,2 BHK
Devaloke Sonarcity,"2 BHK Flat in Sonarpur, Kolkata",₹49 Lac,839 sqft,2 BHK
Jai Hanuman Residency,"3 BHK Flat in Konnagar, Hooghly",₹26.93 Lac,"1,036 sqft",3 BHK
Aurobindo Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹20.9 Lac,836 sqft,2 BHK
Jai Hanuman Residency - New Launch,"2 BHK Flat in Konnagar, Hooghly",₹20 Lac,772 sqft,2 BHK
Raj Rajeshwari Apartment - New booking,"2 BHK Flat in Konnagar, Hooghly",₹23 Lac,785 sqft,2 BHK
Jai Hanuman Residency - New Launch,"2 BHK Flat in Konnagar, Hooghly",₹16.5 Lac,642 sqft,2 BHK
Satyam Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹27 Lac,897 sqft,2 BHK
Satyam Apartment - New Booking,"1 BHK Flat in Konnagar, Hooghly",₹20 Lac,800 sqft,1 BHK
Satyam Construction - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹25 Lac,835 sqft,2 BHK
Raj Rajeshwari Apartment - New Booking,"3 BHK Flat in Konnagar, Hooghly",₹36.3 Lac,"1,210 sqft",3 BHK
Akashlina Apartment,"2 BHK Flat in Konnagar, Hooghly",₹28 Lac,936 sqft,2 BHK
saha para complex,"3 BHK Flat in Saha Para, Fartabad, Garia",₹75 Lac,"1,367 sqft",3 BHK
Jai Hanuman Heights I,"2 BHK Flat in Hindmotor, Uttarpara",₹26.1 Lac,791 sqft,2 BHK
Sidddhaye Apartment I,"3 BHK Flat in Bhadrakali, Uttarpara",₹39.53 Lac,"1,198 sqft",3 BHK
Residency Plaza,"3 BHK Flat in Hindmotor, Uttarpara",₹52.5 Lac,"1,500 sqft",3 BHK
Jai Ganesh Apartment,"2 BHK Flat in Konnagar, Hooghly",₹22.34 Lac,798 sqft,2 BHK
Jai Ganesh Apartment,"2 BHK Flat in Konnagar, Hooghly",₹19.2 Lac,686 sqft,2 BHK
Jai Hanuman Residency,"3 BHK Flat in Konnagar, Hooghly",₹28.53 Lac,"1,019 sqft",3 BHK
Jai Hanuman Apartment,"2 BHK Flat in Konnagar, Hooghly",₹24.62 Lac,947 sqft,2 BHK
Satyam Apartment,"3 BHK Flat in Konnagar, Hooghly",₹36.39 Lac,"1,213 sqft",3 BHK
Sree Ganesh Apartment,"3 BHK Flat in Konnagar, Hooghly",₹21.5 Lac,860 sqft,3 BHK
Aurobindo Apartment,"2 BHK Flat in Konnagar, Hooghly",₹20.67 Lac,827 sqft,2 BHK
Aurobindo Apartment,"2 BHK Flat in Konnagar, Hooghly",₹24.92 Lac,997 sqft,2 BHK
WBHD Manjusa,"3 BHK Flat in Dhakuria, Southern Avenue",₹1.4 Cr,"1,440 sqft",3 BHK
"Baishnabghata Bye Lane, Garia, Kolkata South","3 BHK Independent Builder Floor in Baishnabghata Bye Lane, Garia",₹74 Lac,"1,228 sqft",3 BHK
tirumala,"3 BHK Flat in Sonarpur, Kolkata",₹42.5 Lac,"1,200 sqft",3 BHK
SGIL Gardenia,"3 BHK Flat in Narendrapur, Kolkata",₹47 Lac,"1,154 sqft",3 BHK
Eden,"3 BHK Flat in Saha Para, Fartabad, Garia",₹64 Lac,"1,303 sqft",3 BHK
Oxford View,"3 BHK Flat in Behala, Kolkata",₹65 Lac,"1,175 sqft",3 BHK
On Request,"3 BHK Flat in Behala Chowrasta, Kolkata",₹63.25 Lac,"1,150 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Sodepur Kalitala, Barisha",₹46 Lac,"1,250 sqft",3 BHK
On Request New,"3 BHK Flat in Siriti Muchi Para, Diamond Harbour Road",₹64.9 Lac,"1,180 sqft",3 BHK
On Request New,"2 BHK Independent Builder Floor in Behala Chowrasta, Kolkata",₹44 Lac,800 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Behala Chowrasta, Kolkata",₹41.25 Lac,750 sqft,2 BHK
On Request New,"3 BHK Independent Builder Floor in Sahapur, New Alipore",₹55.91 Lac,"1,055 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Biren Roy Road, Kolkata",₹36.44 Lac,911 sqft,2 BHK
On Request New,"3 BHK Flat in James Long Sarani, Kolkata",₹80.28 Lac,"1,235 sqft",3 BHK
On Request,"3 BHK Flat in Behala, Kolkata",₹90.03 Lac,"1,385 sqft",3 BHK
On Request New,"3 BHK Independent Builder Floor in Behala, Kolkata",₹60.95 Lac,"1,150 sqft",3 BHK
On Request,"3 BHK Flat in Sahapur, New Alipore",₹55.7 Lac,"1,050 sqft",3 BHK
Upen Banerjee road Parnasree,"2 BHK Flat in Parnasree Palli, Behala",₹40.99 Lac,911 sqft,2 BHK
Bikash Sukhsari,"4 BHK Flat in Parnasree Palli, Behala",₹1.24 Cr,"2,250 sqft",4 BHK
On request,"3 BHK Flat in Behala Chowrasta, Kolkata",₹55.2 Lac,"1,200 sqft",3 BHK
On Request,"2 BHK Flat in Behala Chowrasta, Kolkata",₹34 Lac,830 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Thakurpukur, Kolkata",₹54.9 Lac,"1,220 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Thakurpukur, Kolkata",₹41.4 Lac,920 sqft,2 BHK
On Request,"3 BHK Flat in Thakurpukur, Kolkata",₹64.66 Lac,"1,280 sqft",3 BHK
On Request New,"3 BHK Flat in Sakher Bazar, Barisha",₹72 Lac,"1,260 sqft",3 BHK
On Request,"3 BHK Flat in Sakher Bazar, Barisha",₹65 Lac,"1,200 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in James Long Sarani, Kolkata",₹60 Lac,"1,350 sqft",3 BHK
On Request New,"3 BHK Flat in Thakurpukur Bazar, Kolkata",₹83.35 Lac,"1,650 sqft",3 BHK
On Request New,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹68.91 Lac,"1,276 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Silpara, Barisha",₹29.6 Lac,740 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Silpara, Barisha",₹29.16 Lac,729 sqft,2 BHK
On Request New Booking,"2 BHK Independent Builder Floor in Bakultala, Kolkata South",₹22 Lac,700 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Sarkarhat, Barisha",₹27.1 Lac,790 sqft,2 BHK
Mini Complex,"2 BHK Flat in Sakher Bazar, Barisha",₹45 Lac,900 sqft,2 BHK
On Request,"2 BHK Flat in Purba Barisha, Kolkata",₹45 Lac,"1,100 sqft",2 BHK
Subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹21.87 Lac,810 sqft,2 BHK
AV Square,"3 BHK Flat in Rajarhat, Kolkata",₹48 Lac,"1,140 sqft",3 BHK
On Request,"3 BHK Flat in Tetultala, Kolkata South",₹75 Lac,"1,650 sqft",3 BHK
On Request,"2 BHK Flat in Tetultala, Kolkata South",₹47 Lac,"1,040 sqft",2 BHK
upahar co-operative housing society,"3 BHK Flat in Action Area 2, Kolkata",₹72 Lac,"1,216 sqft",3 BHK
subhashree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹23.79 Lac,881 sqft,2 BHK
